,"Інші фінансові активи, що обліковуються за справедливою вартістю через прибуток або збиток",Грошові кошти та їх еквіваленти,"Кошти в інших банках_Кошти в інших банках, усього","Кошти в інших банках_Кошти в інших банках, усього__у тому числі в іноземній валюті",Кошти в інших банках_Резерви під знецінення коштів в інших банках,Кошти обов’язкових резервів банку в НБУ,"Кредити та заборгованість клієнтів_Кредити та заборгованість клієнтів, усього","Кредити та заборгованість клієнтів_Кредити та заборгованість клієнтів, усього__у тому числі:_ юридичних осіб_кредити та заборгованість юридичних осіб, усього","Кредити та заборгованість клієнтів_Кредити та заборгованість клієнтів, усього__у тому числі:_ юридичних осіб_кредити та заборгованість юридичних осіб, усього__у тому числі в іноземній валюті",Назва банку,Торгові цінні папери,№ з/гр,№ з/п,Кредити та заборгованість клієнтів_юридичних осіб_резерви під знецінення кредитів та заборгованості клієнтів,"Кредити та заборгованість клієнтів_фізичних осіб_кредити та заборгованість фізичних осіб, усього","Кредити та заборгованість клієнтів_фізичних осіб_кредити та заборгованість фізичних осіб, усього__у тому числі в іноземній валюті",Кредити та заборгованість клієнтів_фізичних осіб_резерви під знецінення кредитів та заборгованості клієнтів,Цінні папери в портфелі банку на продаж,Цінні папери в портфелі банку на продаж__у тому числі резерви під знецінення цінних паперів у портфелі банку на продаж,Цінні папери в портфелі банку до погашення,Цінні папери в портфелі банку до погашення__у тому числі резерви під знецінення цінних паперів у портфелі банку до погашення,Інвестиції в асоційовані та дочірні компанії,Інвестиційна нерухомість,Дебіторська заборгованість щодо поточного податку на прибуток,Відстрочений податковий актив,Основні засоби та нематеріальні активи,Інші фінансові активи,Інші фінансові активи__у тому числі резерви під інші фінансові активи,Інші активи,Інші активи__у тому числі резерви під інші активи,"Необоротні активи, утримувані для продажу, та активи групи вибуття",Усього активів,YEAR,MONTH,QUARTER,NKB,№п/п,NKB_Банки з державною часткою,МФО,Банк   ,"Фінансові активи, що обліковуються за справедливою вартістю через прибуток або збиток",Кошти в інших банках,Кошти в інших банках__у тому числі в іноземній валюті,резерви під знецінення коштів в інших банках,Кредити та заборгованість клієнтів,Кредити та заборгованість клієнтів__у тому числі кредити та заборгованість юридичних осіб,Кредити та заборгованість клієнтів__у тому числі кредити та заборгованість юридичних осіб__у тому числі в іноземній валюті,Кредити та заборгованість клієнтів__у тому числі кредити та заборгованість юридичних осіб__у тому числі в іноземній валюті__у тому числі резерви під знецінення кредитів та заборгованості клієнтів,Кредити та заборгованість клієнтів__у тому числі кредити та заборгованість юридичних осіб__у тому числі в іноземній валюті__у тому числі резерви під знецінення кредитів та заборгованості клієнтів__у тому числі кредити та заборгованість фізичних осіб,Кредити та заборгованість клієнтів__у тому числі кредити та заборгованість юридичних осіб__у тому числі в іноземній валюті__у тому числі резерви під знецінення кредитів та заборгованості клієнтів__у тому числі кредити та заборгованість фізичних осіб__у тому числі в іноземній валюті,Кредити та заборгованість клієнтів__у тому числі кредити та заборгованість юридичних осіб__у тому числі в іноземній валюті__у тому числі резерви під знецінення кредитів та заборгованості клієнтів__у тому числі кредити та заборгованість фізичних осіб__у тому числі в іноземній валюті__у тому числі резерви під знецінення кредитів та заборгованості клієнтів,резерви під знецінення цінних паперів у портфелі банку на продаж,резерви під знецінення цінних паперів у портфелі банку до погашення,резерви під інші фінансові активи,резерви під інші активи,Резерви під знецінення цінних паперів у портфелі банку на продаж,Резерви під знецінення цінних паперів у портфелі банку до погашення,Резерви під інші фінансові активи,Резерви під інші активи,"Кошти в інших банках_Кошти в інших банках, усього__в іноземній валюті",Кошти в інших банках_резерви під знецінення коштів в інших банках,"Кредити та заборгованість клієнтів_Кредити та заборгованість клієнтів, усього__у тому числі:_ юридичних осіб_кредити та заборгованість юридичних осіб, усього__в іноземній валюті","Кредити та заборгованість клієнтів_фізичних осіб_кредити та заборгованість фізичних осіб, усього__в іноземній валюті",Цінні папери в портфелі банку на продаж__у тому числі:_резерви під знецінення цінних паперів у портфелі банку на продаж,Цінні папери в портфелі банку до погашення__у тому числі:_резерви під знецінення цінних паперів у портфелі банку до погашення,Інші фінансові активи__у тому числі:_резерви під інші фінансові активи,Інші активи__у тому числі:_резерви під інші активи,Усього активів__ в іноземній валюті,Банк  ,№ п/п,NRB_Банки з державною часткою,БАНК  , Грошові кошти та їх еквіваленти,"Кошти в інших банках, у т. ч.:","Кошти в інших банках, у т. ч.:__ в іноземній валюті"," Кредити та заборгованість клієнтів, у т. ч.:"," кредити та заборгованість юридичних осіб, у т. ч.:"," кредити та заборгованість юридичних осіб, у т. ч.:__ в іноземній валюті", резерви під знецінення кредитів та заборгованості клієнтів,"кредити та заборгованість фізичних осіб, у т. ч.:","кредити та заборгованість фізичних осіб, у т. ч.:__ в іноземній валюті",резерви під знецінення кредитів та заборгованості клієнтів," Цінні папери в портфелі банку на продаж, у т. ч.:","Цінні папери в портфелі банку до погашення, у т. ч.:", Інвестиції в асоційовані та дочірні компанії," Інші фінансові активи, у т. ч.:", резерви під інші фінансові активи," Інші активи, у т. ч.:", резерви під інші активи," Необоротні активи, утримувані для продажу, та активи групи вибуття","Усього активів, у т. ч.:","Усього активів, у т. ч.:__в іноземній валюті",Банк
1056,0,157771.55838,15070.91594,15071.08956,-2663.51757,1931.421,204117.85869,201102.27374,40308.95111,МОТОР-БАНК,8625.28168,85,140,-6890.27601,3015.58495,0,-88.15681,17073.0385,-23.0415,0,0,0,58.21828,7773.09963,194.623,33459.6936,5357.99478,-102.65789,3012.73564,0,0,454446.43912,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,0,38574.93856,96392.37733,50047.37659,-3561.04887,1229.32172,244365.47464,239811.25812,149342.92242,"""ТРАСТ-КАПІТАЛ""",0,86,141,-7973.86494,4554.21652,208.228419999999,-21657.70099,6410.8897,0,0,0,0,30612.653,118.739,0,458.56064,447.64503,-11.78587,34156.17325,-1.5,0,452766.77287,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,0,42404.03346,1882.16329,0,-120.13808,22.80999,402256.85578,350592.1056,0,КЛАСИКБАНК,0,87,142,-143155.66705,51664.75018,0,-555.15148,0,0,0,0,0,0,234.03,0,1405.19524,18.2034,-62.47432,272.29456,0,0,448495.58572,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,0,64203.56648,0,0,0,993.59534,279994.20816,232368.46218,0,УКРБУДІНВЕСТБАНК,15326.52,88,143,-2322.78275,47625.74598,8253.73621,-4276.2154,59911.0602,0,0,0,0,6493.79745,193.642,25.65525,9817.15314,88.48634,-32.73804,503.59432,-0.068,0,437551.27868,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,0,136737.49223,20,0,0,1757.61489,254613.24403,254613.24403,121.64921,ДОЙЧЕ БАНК ДБУ,0,89,144,-6437.43218,0,0,0,35017.26025,0,0,0,0,0,1245.27508,2111.50983,603.22915,221.90062,-21.75581,382.04813,-55.28362,0,432709.57421,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,0,15800.02243,2824.83191,2420.03974,0,1923.0673,289047.77721,212952.46885,32656.94936,УКРКОМУНБАНК,0,90,145,-14794.34005,76095.30836,4548.98226,-14597.15134,0,0,0,0,0,15645.5,369.34677,2385.49645,77219.47339,11524.4673,-254.4586,15806.09573,-16.20432,0,432546.07849,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,0,71969.35081,0,0,0,756.81797,287937.38364,285607.27531,21629.51122,МЕЛІОР БАНК,35350,91,146,-51957.99051,2330.10833,0,-190.41177,0,0,20009.863,0,0,0,0,64.01239,5367.98168,1184.79575,-0.30141,224.77343,-0.136,0,422864.97867,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,0,44203.19588,0,0,0,1278.82599,310338.93304,284117.8784,54026.65865,РЕГІОН-БАНК,503.6989,92,147,-4784.39779,26221.05464,8189.8472,-15090.81085,0,0,0,0,0,24811.90608,144.301,127.4491,16304.98058,12723.34223,0,3891.30415,-6.10138,1484.1553,415812.09225,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,0,39081.2317,20626.9683,4067.93405,-41.09026,1810.78759,142071.9392,112140.56336,50891.12266,СТАРОКИЇВСЬКИЙ БАНК,0,93,148,-24216.00222,29931.37584,7380.67057,-130710.22052,1250.915,-5.742,0,0,0,0,390.03284,0,71493.8154,219.34561,0,40903.41203,0,95957.6554,413806.10307,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,0,2617.57715,3759.65683,955.79929,-61.00847,367.56081,326083.95999,279857.18126,1120.6561,КСГ БАНК ,0,94,149,-61174.52181,46226.77873,2178.8081,-1936.47249,15,0,0,0,0,19292.673,177.764,75.40332,1564.60497,2356.80097,-152.12276,274.72404,-7.0008,880.3,357466.02508,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,0,8462.29146,0,0,0,0.00164,322132.04455,319816.9626,721.80795,БАНК РИНКОВІ ТЕХНОЛОГІЇ,0,95,150,-110136.11699,2315.08195,0,-71.46472,0,0,0,0,0,0,431.3076,17.238,4602.56867,105.29349,-4.98765,82.19582,-1.4182,0,335832.94123,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,0,55754.88338,445.35872,445.35872,-27.45665,475.06305,257523.01141,255560.0387,0,ГРІН БАНК,0,96,151,-30490.59324,1962.97271,0,-227.26045,0,0,0,0,0,0,444.82395,0,12231.52005,54.86297,-42.84083,2890.94659,0,0,329820.47012,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,17.28862,1728.73491,183267.61093,42759.95941,-20870.46766,283.61186,0,0,0,БАНК АВАНГАРД,0,97,152,0,0,0,0,124340.01543,0,0,0,0,0,24.07,57.1,3897.24777,0.07445,-0.00138,88.64005,0,0,313704.39402,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,0,8444.86722,22730.58208,22730.58208,0,92.73166,179650.02975,170936.1216,13668.03129,"""ЗЕМЕЛЬНИЙ КАПІТАЛ""",0,98,153,-124.06562,8713.90815,3336.77076,-384.80935,0,-23.33841,0,-416.13376,0,7471.55687,0,337.35855,36714.77013,80.97348,-15.0792,203.79166,-0.05102,39850.847,295577.5084,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,0,15236.10335,66534.58367,0,-584.54945,48.03898,28336.42935,25983.74278,0,ФІНАНС БАНК,21.315,99,154,-8656.31277,2352.68657,0,-108.71427,135915.22033,0,0,0,0,27806.60547,154.067,0.34806,9535.55961,3.30452,-1.43926,312.7402,0,0,283904.31554,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,0,11761.74151,86724.03095,37469.35449,-6142.27784,111.9007,126210.52529,77780.59786,767.48129,КРЕДИТ ОПТИМА БАНК,0,100,155,-6532.06067,48429.92743,0,-12640.19206,0,0,0,0,0,0,21.723,68.74662,13013.65122,12.7494,-11.25418,650.85471,0,1519,240094.9234,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,0,8646.24746,3310.49507,3171.18169,0,324.75811,204940.46953,204246.07832,5364.64213,БАНК НАРОДНИЙ КАПІТАЛ,0,101,156,-35281.02632,694.39121,0,-759.88725,0,0,0,0,0,0,21.101,98.04935,20751.19658,177.86332,-4.20597,142.06264,-161.86103,0,238412.24306,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,0,23984.59262,7514.27446,7514.27446,-685.42881,385.61759,189133.46433,175081.81256,2633.39186,ПРОМИСЛОВО-ФІНАНСОВИЙ БАНК,0,102,157,-22985.16236,14051.65177,0,-3689.82735,2,0,0,0,0,0,366.51934,0,10245.32491,138.0328,-42.92091,2190.42246,0,715.838,234676.08651,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,0,38262.7065,591.1673,591.1673,-245.5693,17.10087,172557.59137,172231.16271,0,"""КОНКОРД""",2541.00756,103,158,-29555.33739,326.42866,0,-2835.47097,3473.57538,-107.43017,0,0,0,3266.20639,138.86,389.22349,681.97453,0,0,305.4232,0,3321.65,225546.48659,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,0,53739.24547,65057.97585,4027.74382,-61.3844,662.3171,70194.61988,52419.07225,0,ФІНЕКСБАНК,0,104,159,-787.11914,17775.54763,-1.00000002021261E-05,-3945.99486,0,0,0,0,0,0,16.154,373.7071,5680.22508,1759.5451,-10.96641,205.23661,-3.67193,17778.06095,215467.08714,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,0,70970.39455,0,0,0,88.77917,120406.94055,119999.60982,0,"""ЦЕНТР""",0,105,160,-7873.73147,407.33073,0,-4.11444,0,0,0,0,0,0,1076.124,42.024,1439.37024,8.11069,-3.21932,468.43127,0,1769.58405,196269.75852,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,0,50617.8103,41926.48809,151.54976,-411.50552,293.57175,30874.05517,0.383589999999998,0,БАНК ФАМІЛЬНИЙ,0,106,161,-122.70747,30873.67158,21237.35728,-5914.14633,11285.73087,0,26107.024,0,0,3017.70954,4.69241,0.55089,28082.42441,3440.57981,-847.26887,594.41881,-17.57828,0,196245.05605,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,0,44017.02372,0,0,0,0,77178.16623,77178.16623,0,ІНВЕСТИЦІЙНО-ТРАСТОВИЙ БАНК,0,107,162,-3610.35878,0,0,0,72367.06245,0,0,0,0,0,0,0,2122.24045,0.03,0,80.8813,0,0,195765.40415,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,0,21419.20226,175.57669,175.57669,-1.7735,179.03007,153041.78999,139001.16265,0,БАНК ВЕЛЕС,0,108,163,-62406.12721,14040.62734,-1E-05,-3639.25725,5948.91699,-1561.08301,0,0,0,892.66173,0,0,3040.24867,13.87064,-20.18374,110.9424,-1.1881,0,184822.23944,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,0,123955.72372,592.31474,591.90626,0,333.86094,202.9116,0,0,АСТРА БАНК,0,109,164,0,202.9116,0,-44.11968,0,0,0,0,0,0,1089.938,2158.138,52308.79794,5.4393,-46.58938,432.29982,-4.9459,0,181079.42406,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,0,11595.19661,9628.01631,0,-642.47003,175.99461,18358.45733,17831.42625,14211.42625,КОМЕРЦІЙНИЙ ІНДУСТРІАЛЬНИЙ БАНК,0,110,165,-35.07821,527.03108,0,-2.7299,60,0,0,0,0,27810.37205,214.52416,142.44252,35243.43676,2112.7745,-236.81988,305.65282,-1.68808,64707.61362,170354.48129,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,0,41355.59461,0,0,0,138.18611,64217.24194,53556.07866,0,СХІДНО-ПРОМИСЛ. КОМЕРЦ. БАНК,0,111,166,-410.72676,10661.16328,1077.44348,-866.84365,0,0,0,0,0,0,204.995,43.382,50840.30505,2774.56,-11.34243,309.60922,-6.18287,157.923,160041.79693,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,0,7114.24332,0,0,0,40.47442,31941.73724,31941.73699,0,АЛЬПАРІ БАНК,0,112,167,-1532.41891,0.00025,0,0,106104.37448,0,0,0,0,0,70.696,0,4221.12864,318.74092,0,133.68499,-17.51312,0,149945.08001,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,0,1245.44306,0,0,0,0,146393.84836,144567.08732,0,ВЕКТОР БАНК,0,113,168,0,1826.76104,0,-28.66271,0,0,0,0,0,0,0,0,756.29988,0,0,714.82329,0,0,149110.41459,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,0,7632.61317,26018.77634,1224.23985,-3246.5594,46.26135,92472.76838,83198.22833,0,БАНК ПОРТАЛ,0,114,169,-1330.32617,9274.54005,0,-794.71626,0,0,0,0,0,0,0,78.54053,4665.10498,0.40829,-0.12,152.16744,0,0,131066.64048,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,0,118482.60394,0,0,0,0,0,0,0,ДЕРЖЗЕМБАНК,0,115,170,0,0,0,0,0,0,0,0,0,0,0,0,9245.48691,0,0,96.4021,-14.76004,0,127824.49295,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,0,91466.82764,29533.21763,0,-46.16253,0,0,0,0,"""ГЕФЕСТ""",0,116,171,0,0,0,0,0,0,0,0,0,0,5.264,0,1081.07853,0,0,5.0621,0,0,122091.4499,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,0,2924.51081,21739.12186,0,-260.69993,0.10404,12744.55113,12744.55113,0,УКРАЇНСЬКИЙ БАНК РЕКОНСТР.ТА РОЗВ.,0,117,172,-3902.80535,0,0,0,0,0,15490.55534,0,0,27948.26145,224.89567,1239.69367,29741.75559,5.54,-0.08,967.71339,-5.32917,0,113026.70295,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,0,73.43655,29323.57753,29323.67753,-5556.75785,2476.3097,21891.35646,21125.89658,945.656840000011,IНТЕРБАНК,5300,118,173,-317984.70863,765.45988,750.33188,-9243.99274,12.0999999999767,-223159.25076,0,0,0,0,252.399,0,1119.73066,12269.19213,-2322.24689,228.68828,-365.6134,0,72946.79031,2014,07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,0,16857179.23654,17119678.46446,16822678.46446,-256830.66874,818535.06647,148728892.41539,124748795.51468,39782579.63547,ПРИВАТБАНК,21.787,1,1,-15196777.62939,23980096.90071,1424859.48198,-8482144.84392,561452.54394,-2788.59443,99002.52614,0,681023.27911,230229.08831,92383.04,0,2785165.91234,6556412.13425,-110369.14922,610104.83762,-9022.26064,988448.9263,196128529.25787,2014,04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,0,6827519.32035,4182142.23229,108403.27658,-391437.19556,285243.20232,58266834.71399,55716582.74124,22357518.77893,ОЩАДБАНК,0,2,2,-11328860.2399,2550251.97275,141590.70255,-2215868.52423,36990455.48603,-505902.27836,0,-752.92102,50590,0,43078.61604,47448.20132,3524638.08041,228408.4634,-18200.78642,299936.21225,-53211.56567,10256.54007,110756551.06847,2014,04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,0,8723475.85326,938783.13562,338537.70244,-73677.22215,346153.72999,49656744.14061,49201045.34336,31200210.13211,УКРЕКСІМБАНК,5283769.07505,3,3,-11262599.84189,455698.79725,248541.20466,-490663.21414,31988940.35983,-406157.05249,1403096.57799,-18214.83,0,3666476.304,660659.676,0,2315035.63286,390417.60517,-22238.63294,365789.55642,-16237.66446,0,105739341.6468,2014,04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,14812.57791,6074337.39232,700347.42543,423306.87029,-4543.56997,266245.68074,45011995.5664,23647771.1098,12551691.52864,ДЕЛЬТА БАНК,0,4,4,-1063438.31713,21364224.4566,3554446.03845,-2486276.5098,6502542.55837,-11329.37336,0,0,0,1920682.45818,5897.415,8724.97575,572343.35685,626342.71893,-473328.5507,77321.6234,-2921.89781,336342.95605,62117936.70533,2014,04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,0,3018583.147,1663441.34032,1663441.34032,-1726.08969,257046.38014,35404806.8544,35288620.67002,25366532.55912,ПРОМІНВЕСТБАНК,0,5,5,-1987315.35678,116186.18438,9832.98061,-9874.5882,3773212.02843,-90052.9464,0,0,121.975,749669.75274,6874.84641,795649.76,2898274.69044,179408.67608,-7973.37401,188730.34938,-26274.80876,9081.448,48944901.24834,2014,04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,716132.88749,2104429.14522,32298.56153,21909.2,-12288.86059,1451750.82117,32505976.32206,18763735.55881,11589174.84668,УКРСОЦБАНК,269368.85625,6,6,-1971781.10313,13742240.76325,9341121.74055,-6897294.37322,2435821.85117,-47737.90164,0,0,9819.29409,1585376.89157,81437.86619,72444.72684,3574077.07191,147698.83041,-85419.01985,1137073.00097,-29352.8166,0,46123706.12687,2014,04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,0,5022642.17469,150700.60155,5910.20018,-19105.44924,213711.31824,29666836.46761,21176285.95114,9311104.63951,РАЙФФАЙЗЕН БАНК АВАЛЬ,227888.85945,7,7,-3538281.01495,8490550.51647,4002806.89806,-7969843.71009,4963428.85978,-1806.09317,343819.49991,0,206080.30755,161250.944,248992.00155,421453.70355,2663880.03807,329783.02513,-24067.37699,114244.11405,-39519.17472,251988.22537,44986700.1405,2014,04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,0,3289096.09858,184735.84978,0,-9932.7548,342058.28729,34384682.64827,33044027.27733,28978668.72757,СБЕРБАНК РОСІЇ,0,8,8,-1910946.16233,1340655.37094,53412.18263,-170337.70344,3200779.18039,-18825.89331,0,0,19378.87087,25875.00392,8759.13983,45238.30849,865759.38952,98263.26308,-144.76662,64155.2222,-11264.80168,3150.5,42531931.76222,2014,04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,18.97834,6423880.96565,1636749.54943,661180.46103,-63884.08859,222508.85664,23674605.53795,19705730.53222,11760801.82847,ПЕРШИЙ УКР.МІЖНАРОДНИЙ БАНК,227958.47913,9,9,-1548946.23598,3968875.00573,622958.95422,-1781046.28437,2389053.2025,-5163.312,0,0,295051,86081.71297,0,16904.59583,1307541.63174,149584.28593,-8080.91375,22596.22545,-2989.48518,224033.55422,36676568.57578,2014,04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,1790683.12665,9322413.68757,439685.18787,2494.129,-15427.74708,198566.17995,22149492.46506,16920348.11967,9924296.89345,АЛЬФА-БАНК,0,10,10,-649952.8648,5229144.34539,1143940.57716,-1751953.07834,1020321.03244,0,0,0,0,119397.4,46.42669,61685.10812,397015.97901,242022.54591,-5530.53599,31701.29002,-1588.39707,0,35773030.42929,2014,04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,0,1380224.55007,2275340.27813,1396564.37228,-18096.69157,130843.27137,28432531.45571,15281459.14905,4658731.54395,"""НАДРА""",423187.128,11,11,-2571723.1846,13151072.30666,11204472.93047,-2975892.23157,1155.003,-150.61517,0,0,0,298327.99419,1567.12299,82993.35892,1583993.52544,316139.09257,-181209.10702,211020.79295,-23949.76648,440583.44996,35577907.0233,2014,04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,77327.97827,1636138.79631,70472.34195,1407.55617,-37146.4962,180710.7958,24387660.67507,21622897.20642,16641769.16561,ВТБ БАНК,808229.89873,12,12,-2005462.53942,2764763.46865,453248.78896,-1089814.73491,330944.14552,-2203.3124,0,0,0,744412.06339,53050.5951,206449.73378,861855.30908,49380.3988,-37436.86115,40046.39547,-5145.99547,13740.71127,29460419.83854,2014,04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,0,2242927.2769,12846.26676,12846.26676,-1277.94704,130616.62919,23775742.8509,19718515.17808,6834604.5274,БАНК ФІНАНСИ ТА КРЕДИТ,734727.04659,13,13,-1209777.25942,4057227.67282,2814110.50795,-769684.11921,7357.16085,-1486.88175,296847.39746,-1469.20608,0,173082.15763,1678.63013,38403.85781,136154.11693,751359.89634,-2184.54171,42412.9531,0,28709.45127,28372865.69186,2014,04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,41258.64396,3195157.49525,17528.53245,1120.4827,-813.44652,160540.81693,14579850.10426,6848265.80895,2882460.83907,УКРСИББАНК,0,14,14,-564409.95826,7731584.29531,5183448.68048,-734367.15164,2287312.17437,-31968.60892,0,0,346658.18126,65373.00675,82.56025,1127401.22505,1172942.40781,324088.76683,-29520.67347,52905.45256,-8077.14326,1437.44774,23372536.81547,2014,04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,0,1562561.38478,628594.83118,185336.50377,-358502.57861,67506.40585,11162753.66766,8965870.57842,1736179.22373,УКРГАЗБАНК ,621668.154,15,15,-2779696.92326,2196883.08924,329922.78831,-1900757.12943,5227993.29405,-151114.18994,0,0,0,13111.8,485.73937,118023.04051,637102.67307,522533.29757,-265716.03504,90885.23824,-48342.80703,1076446.222,21729665.74828,2014,04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,109056.384,2652494.04898,643397.02353,643397.02353,-1434.83351,66211.93806,16544820.33113,15813074.60374,4011786.22027,ВIEЙБI БАНК,634174.63944,1,16,-427169.93103,731745.72739,562036.81141,-319225.75278,3186.83158,0,0,0,78490.33,423068.7455,1686.44204,328480.08793,221930.62484,64126.77472,-58377.30625,74191.20119,-1488.00414,32115.69222,21877431.09516,2014,04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
